,职位,公司,城市,薪资,经验,学历
2757,Python开发(数据工程方向),奥智元科技（深圳）有限公司,深圳,15000,1-3年,本科
2758,Python开发实习生,百姓网股份有限公司,上海,3000,在校/应届,本科
2759,python开发工程师（双休，年终奖2-4个月）,北京外企德科人力资源服务上海有限公司,深圳,18000,不限,本科
2760,c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,东莞,15000,不限,本科
2761,c/c++，java，js，python、go通用软件开发工程师,华为技术有限公司,武汉,6000,不限,本科
2762,Python后端专家（成都）,北京特拉库塔科技有限公司,成都,28000,5-10年,本科
2763,Python后端专家（北京）,北京特拉库塔科技有限公司,北京,30000,5-10年,本科
2764,python程序员（自动化开发）,深圳市惠群商业数据技术有限公司,深圳,7000,不限,本科
2765,Technical Support/ Python开发工程师,友邦资讯科技（广州）有限公司,广州,15000,5-10年,本科
2766,Python开发实习生,达而观信息科技（上海）有限公司,上海,4000,在校/应届,本科
2767,python开发实习生,北京聚智国传科技有限公司,北京,3000,不限,本科
2768,Python高级工程师,北京尽调云科技有限公司,北京,20000,5-10年,本科
2769,python后端开发工程师,北京尽调云科技有限公司,北京,10000,1-3年,本科
2770,python、C++编程老师,北京博瑞领创科技有限公司,北京,6000,不限,本科
2771,python后端开发工程师,深圳市捎客转运物流有限公司,深圳,15000,5-10年,本科
2772,python爬虫开发,深圳航路信息服务有限公司,深圳,8000,1-3年,大专
2773,高级python开发工程师,广东赛博威信息科技有限公司,广州,12000,3-5年,本科
2774,c/c++，java，js，python，go，软件测试，数据开发,北京外企德科人力资源服务上海有限公司,西安,15000,不限,本科
2775,java/c/c++/python/go/js/web/测试/软件开发/双休,北京外企德科人力资源服务上海有限公司,西安,15000,不限,本科
2776,高级python开发工程师,广东赛博威信息科技有限公司,广州,12000,3-5年,本科
2777,python爬虫工程师,恩特科信息科技（杭州）有限责任公司,杭州,12000,1-3年,本科
2778,Python数据处理工程师,广东杰纳医药科技有限公司,广州,8000,1-3年,本科
2779,python数据处理工程师,广东杰纳医药科技有限公司,广州,10000,1-3年,本科
2780,python后端开发工程师,泰坦科技（深圳）有限公司,深圳,15000,3-5年,本科
2781,python后端开发工程师,深圳道乐科技有限公司,广州,11000,不限,本科
2782,python数据开发工程师,深圳市吉迩科技有限公司,深圳,15000,3-5年,本科
2783,Python技术专家,丰贺信息科技（上海）有限公司,北京,30000,5-10年,本科
2784,Python工程师（欧美休闲游戏 双休 不加班）,昊盈信息技术（成都）有限公司,成都,9000,1-3年,本科
2785,高级量化开发工程师(Python)【北京/杭州】,北京小龙虾科技有限公司,北京,30000,3-5年,本科
2786,python爬虫工程师,昆山可圈可点信息服务有限公司,苏州,15000,3-5年,大专
2787,python数据分析师英文流利周末双休,中电金信软件有限公司,广州,20000,3-5年,本科
2788,福州Python开发工程师,达而观信息科技（上海）有限公司,福州,10000,1-3年,本科
2789,java/c/c++/python/js/测试/运维,北京外企德科人力资源服务上海有限公司,深圳,15000,不限,本科
2790,c/c++，java，js，python，go，软件测试，数据开发,北京外企德科人力资源服务上海有限公司,成都,15000,不限,本科
2791,python后端开发工程师,湖南同有飞骥科技有限公司,长沙,12000,3-5年,本科
2792,python后端开发工程师,北京小钉贴科技有限公司,北京,8000,3-5年,本科
2793,Python开发（外包-港资-福利好）,中电金信软件有限公司,广州,15000,5-10年,本科
2794,python后端开发工程师,上海趋佳信息科技有限公司,郑州,10000,1-3年,本科
2795,python后端开发工程师,上海趋佳信息科技有限公司,上海,15000,3-5年,本科
2796,python爬虫工程师,北京拓尔思信息技术股份有限公司,北京,9000,不限,本科
2797,软件开发工程师（java/c/c++/python）,华为技术有限公司,西安,20000,3-5年,本科
2798,Python游戏开发 (MJ000451),在线途游（北京）科技有限公司,北京,15000,在校/应届,本科
2799,Python程序员,帆桁科技（上海）有限公司,上海,15000,3-5年,本科
2800,python后端,深圳市爱砂电子商务有限公司,深圳,15000,3-5年,本科
2801,python爬虫工程师,北京邦得鼎盛科技有限公司重庆分公司,重庆,4000,1-3年,本科
2802,AI 算法应用工程师（c++/python）,芯算一体（深圳）科技有限公司,深圳,15000,1-3年,本科
2803,python后端开发工程师,网易（杭州）网络有限公司,杭州,20000,5-10年,本科
2804,c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,南京,15000,不限,本科
2805,JAVA/前端/C/C++/Python/go开发工程师,北京外企德科人力资源服务上海有限公司,深圳,15000,不限,本科
2806,python研发工程师,上海趋佳信息科技有限公司,郑州,11000,3-5年,本科
2807,Python &amp; Django开发,郑州聚凡科技有限公司,郑州,8000,1-3年,本科
2808,Python爬虫工程师,成都文舟快创科技有限公司,成都,15000,3-5年,大专
2809,python爬虫工程师,上海亿匹特科技有限公司,上海,10000,1-3年,不限
2810,Python软件工程师,北京远大恒通科技发展有限公司,北京,7000,1-3年,本科
2811,Python 软件工程师,上海麓联智能科技有限公司,上海,18000,不限,本科
2812,Python全栈加人工智能,宝贝乖（北京）科技有限公司,北京,20000,3-5年,本科
2813,python后端开发工程师,郑州聚凡科技有限公司,郑州,8000,3-5年,本科
2814,python算法工程师,欧泰普（上海）科技有限公司,上海,10000,1-3年,本科
2815,高级python开发工程师,成都链安科技有限公司,成都,20000,5-10年,本科
2816,中级python开发工程师,成都链安科技有限公司,成都,15000,3-5年,本科
2817,python 开发工程师（ RPA方向）,畅捷通信息技术股份有限公司,北京,20000,3-5年,本科
2818,Python爬虫,北京千里马网信科技有限公司,北京,15000,3-5年,大专
2819,Java/C/C++/Python/JS/测试/运维,北京外企德科人力资源服务上海有限公司,武汉,15000,不限,本科
2820,python爬虫工程师(年终奖2-4/周末双休，加班双倍）,北京外企德科人力资源服务上海有限公司,深圳,18000,不限,本科
2821,Python爬虫,北京千里马网信科技有限公司,北京,15000,3-5年,大专
2822,python爬虫工程师,北京千里马网信科技有限公司,北京,12000,3-5年,大专
2823,python数据分析师,深圳市吉迩科技有限公司,深圳,15000,3-5年,本科
2824,急聘Python开发工程师,杭州五色云网络技术有限公司,杭州,12000,不限,本科
2825,python c++编程老师,天津童程童美科技有限公司,天津,7000,不限,本科
2826,python爬虫工程师,上海易宝软件有限公司杭州分公司,杭州,11000,1-3年,本科
2827,python后端工程师,杭州奎牛科技有限公司,北京,15000,3-5年,本科
2828,python爬虫工程师,北京智慧星光信息技术有限公司,北京,20000,3-5年,本科
2829,python软件开发工程师,上海宝莱特网络技术有限公司,上海,8000,不限,本科
2830,后台开发工程师（JAVA/GO/C++/PYTHON）,华为技术有限公司,深圳,25000,1-3年,本科
2831,python初级开发工程师,深圳市谷尚信息科技有限公司,深圳,10000,1-3年,本科
2832,外企德科-华为云计算工程师java/c++/python,西安华为技术有限公司,西安,15000,不限,本科
2833,python后端开发工程师,牧原食品股份有限公司,郑州,10000,3-5年,本科
2834,c/c++，java，js，python，go，软件测试，数据开发,北京外企德科人力资源服务上海有限公司,上海,15000,不限,本科
2835,c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,武汉,15000,不限,本科
2836,python后端开发实习生,广州甲龙商业有限公司,广州,3000,在校/应届,本科
2837,Python 后台开发工程师,上海媒智科技有限公司,上海,15000,3-5年,本科
2838,c++ python少儿讲师,天津童程童美科技有限公司,天津,7000,不限,本科
2839,Python爬虫实习生,杭州易有料科技有限公司,杭州,3000,在校/应届,本科
2840,python开发 (MJ000087),武汉佰悦互娱科技有限公司,广州,20000,不限,本科
2841,python开发工程师（图形算法经验）,湖南象盒网络科技有限公司,长沙,8000,3-5年,大专
2842,python后端开发工程师,上海安钛飞信息技术有限公司,广州,16000,3-5年,本科
2843,python后端开发工程师,广州发业信息科技有限公司,广州,8000,1-3年,本科
2844,Python开发工程师（RPA开发方向）,广州发业信息科技有限公司,广州,8000,1-3年,大专
2845,python数据分析,深圳市易佰网络科技有限公司武汉分公司,武汉,12000,3-5年,本科
2846,python数据开发实习生,上海仲阳天王星数据科技有限公司,上海,4000,在校/应届,本科
2847,python数据开发实习生,上海仲阳天王星数据科技有限公司,成都,4000,在校/应届,本科
2848,python后端开发工程师,北京肉桂胡椒酱科技有限责任公司,成都,8000,1-3年,大专
2849,c/c++，java，js，python，go，软件测试，数据开发,北京外企德科人力资源服务上海有限公司,深圳,15000,不限,本科
2850,java/c/c++/python/js/测试/运维,北京外企德科人力资源服务上海有限公司,西安,20000,3-5年,本科
2851,python数据开发实习生,上海仲阳天王星数据科技有限公司,深圳,4000,在校/应届,本科
2852,python数据开发工程师,上海仲阳天王星数据科技有限公司,深圳,15000,在校/应届,本科
2853,中高级python开发工程师,北京尚思源农业科技开发有限公司,天津,11000,3-5年,本科
2854,python开发工程师（五险一金双休）,上海安钛飞信息技术有限公司,广州,12000,3-5年,大专
2855,Python Data Engineer,普华永道信息技术（上海）有限公司,上海,12000,不限,本科
2856,python后端开发工程师,北京快乐开工科技有限公司,北京,20000,3-5年,本科
2857,后端开发工程师-Node.js/Python,北京快乐开工科技有限公司,北京,20000,3-5年,本科
2858,Python高级开发工程师,杭州鸿致科技有限公司,杭州,10000,1-3年,本科
2859,Python高级开发工程师,广州玄道科技有限公司,广州,12000,5-10年,本科
2860,Python数据挖掘,青岛永嘎科技有限公司,青岛,5000,1-3年,本科
2861,python后端开发工程师,北京庖丁科技有限公司,西安,10000,不限,本科
2862,視覺Python/算法工程师G00019,上海展才人力资源有限公司,盐城,20000,5-10年,本科
2863,python后端开发工程师,傅利叶动力（北京）科技有限公司,北京,18000,3-5年,本科
2864,python数据开发工程师,上海仲阳天王星数据科技有限公司,上海,15000,在校/应届,本科
2865,Python系统开发实习生,上海仲阳天王星数据科技有限公司,上海,4000,在校/应届,本科
2866,高级Python后端开发,德塔幂方（广州）信息科技有限责任公司,广州,15000,3-5年,本科
2867,python后端开发工程师,重庆哈希智能科技有限公司,重庆,10000,3-5年,本科
2868,java/c/c++/python/js/测试/运维,华为技术有限公司,北京,15000,1-3年,本科
2869,java/c/c++/python/js/测试/运维,华为技术有限公司,西安,15000,1-3年,本科
